SigUFPrincipal;SigTipoGeracao;DscOrigemCombustivel;DscFonteCombustivel;NomFonteCombustivel;MdaGarantiaFisicaKw;DscTipoOutorga
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PA;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
SP;UTE;Fóssil;Petróleo;Óleo Diesel;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
PB;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Autorização
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
PE;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
MS;UFV;Solar;Radiação Solar;Radiação Solar;0.0;Registro
